areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,hospitalCases,newCasesBySpecimenDate
E92000001,England,nation,23/12/2020,76053,17834,37610
E92000001,England,nation,22/12/2020,75534,18063,40900
E92000001,England,nation,21/12/2020,74995,17709,42592
E92000001,England,nation,20/12/2020,74489,16633,28937
E92000001,England,nation,19/12/2020,74034,16183,21739
E92000001,England,nation,18/12/2020,73577,15866,31837
E92000001,England,nation,17/12/2020,73099,15741,29606
E92000001,England,nation,16/12/2020,72636,15465,30126
E92000001,England,nation,15/12/2020,72250,15031,29093
E92000001,England,nation,14/12/2020,71842,15053,29506
E92000001,England,nation,13/12/2020,71420,14460,18128
E92000001,England,nation,12/12/2020,71010,13927,16031
E92000001,England,nation,11/12/2020,70599,13901,19860
E92000001,England,nation,10/12/2020,70175,13796,18540
E92000001,England,nation,09/12/2020,69768,13467,17463
E92000001,England,nation,08/12/2020,69387,13629,16665
E92000001,England,nation,07/12/2020,68989,13616,17393
E92000001,England,nation,06/12/2020,68610,13189,10871
E92000001,England,nation,05/12/2020,68247,12968,10141
E92000001,England,nation,04/12/2020,67902,12987,12882
E92000001,England,nation,03/12/2020,67482,12896,12526
E92000001,England,nation,02/12/2020,67072,13212,13463
E92000001,England,nation,01/12/2020,66724,13507,13520
E92000001,England,nation,30/11/2020,66365,13756,15026
E92000001,England,nation,29/11/2020,65980,13521,8905
E92000001,England,nation,28/11/2020,65557,13208,9205
E92000001,England,nation,27/11/2020,65168,13754,12264
E92000001,England,nation,26/11/2020,64781,13908,12276
E92000001,England,nation,25/11/2020,64401,14240,13929
E92000001,England,nation,24/11/2020,63965,14506,14029
E92000001,England,nation,23/11/2020,63542,14712,16206
E92000001,England,nation,22/11/2020,63113,14354,10036
E92000001,England,nation,21/11/2020,62693,14118,10617
E92000001,England,nation,20/11/2020,62280,14236,14679
E92000001,England,nation,19/11/2020,61873,14479,15498
E92000001,England,nation,18/11/2020,61466,14490,18207
E92000001,England,nation,17/11/2020,61022,14411,20321
E92000001,England,nation,16/11/2020,60644,14313,23730
E92000001,England,nation,15/11/2020,60282,13886,14208
E92000001,England,nation,14/11/2020,59907,13399,16035
E92000001,England,nation,13/11/2020,59540,13328,21644
E92000001,England,nation,12/11/2020,59188,12967,21947
E92000001,England,nation,11/11/2020,58831,12730,24638
E92000001,England,nation,10/11/2020,58514,12033,24471
E92000001,England,nation,09/11/2020,58185,12259,28095
E92000001,England,nation,08/11/2020,57781,11680,17966
E92000001,England,nation,07/11/2020,57434,11514,16617
E92000001,England,nation,06/11/2020,57086,11181,20826
E92000001,England,nation,05/11/2020,56747,10994,20874
E92000001,England,nation,04/11/2020,56447,11037,20693
E92000001,England,nation,03/11/2020,56164,10971,22309
E92000001,England,nation,02/11/2020,55860,10397,27928
E92000001,England,nation,01/11/2020,55581,9623,13367
E92000001,England,nation,31/10/2020,55298,9782,14344
E92000001,England,nation,30/10/2020,55021,9295,19644
E92000001,England,nation,29/10/2020,54737,9127,19965
E92000001,England,nation,28/10/2020,54484,9070,20236
E92000001,England,nation,27/10/2020,54256,8595,20488
E92000001,England,nation,26/10/2020,54030,7856,22749
E92000001,England,nation,25/10/2020,53812,7612,13162
E92000001,England,nation,24/10/2020,53605,7176,13520
E92000001,England,nation,23/10/2020,53431,6842,18102
E92000001,England,nation,22/10/2020,53248,6345,19613
E92000001,England,nation,21/10/2020,53062,6271,21484
E92000001,England,nation,20/10/2020,52866,6072,21332
E92000001,England,nation,19/10/2020,52689,5644,22102
E92000001,England,nation,18/10/2020,52534,5202,11855
E92000001,England,nation,17/10/2020,52410,5029,12352
E92000001,England,nation,16/10/2020,52242,4854,14549
E92000001,England,nation,15/10/2020,52117,4569,15237
E92000001,England,nation,14/10/2020,51993,4313,16438
E92000001,England,nation,13/10/2020,51889,4105,15431
E92000001,England,nation,12/10/2020,51795,3827,16194
E92000001,England,nation,11/10/2020,51701,3604,9654
E92000001,England,nation,10/10/2020,51595,3369,10152
E92000001,England,nation,09/10/2020,51508,3238,13008
E92000001,England,nation,08/10/2020,51426,3179,15265
E92000001,England,nation,07/10/2020,51346,3066,15189
E92000001,England,nation,06/10/2020,51258,2903,14290
E92000001,England,nation,05/10/2020,51189,2705,14036
E92000001,England,nation,04/10/2020,51135,2435,9835
E92000001,England,nation,03/10/2020,51080,2290,9698
E92000001,England,nation,02/10/2020,51024,2180,11575
E92000001,England,nation,01/10/2020,50955,2069,11301
E92000001,England,nation,30/09/2020,50899,2036,10521
E92000001,England,nation,29/09/2020,50846,1954,8715
E92000001,England,nation,28/09/2020,50804,1955,8574
E92000001,England,nation,27/09/2020,50757,1793,6025
E92000001,England,nation,26/09/2020,50708,1689,5649
E92000001,England,nation,25/09/2020,50665,1686,6032
E92000001,England,nation,24/09/2020,50630,1546,6290
E92000001,England,nation,23/09/2020,50597,1439,5885
E92000001,England,nation,22/09/2020,50545,1378,5355
E92000001,England,nation,21/09/2020,50513,1299,4697
E92000001,England,nation,20/09/2020,50487,1174,4626
E92000001,England,nation,19/09/2020,50453,1081,4174
E92000001,England,nation,18/09/2020,50431,1020,4272
E92000001,England,nation,17/09/2020,50406,984,3939
E92000001,England,nation,16/09/2020,50372,929,3744
E92000001,England,nation,15/09/2020,50347,891,3039
E92000001,England,nation,14/09/2020,50325,812,2892
E92000001,England,nation,13/09/2020,50308,691,1708
E92000001,England,nation,12/09/2020,50290,663,2206
E92000001,England,nation,11/09/2020,50269,622,2855
E92000001,England,nation,10/09/2020,50254,572,3099
E92000001,England,nation,09/09/2020,50239,557,2849
E92000001,England,nation,08/09/2020,50229,535,3002
E92000001,England,nation,07/09/2020,50214,555,3459
E92000001,England,nation,06/09/2020,50194,483,2056
E92000001,England,nation,05/09/2020,50181,471,2189
E92000001,England,nation,04/09/2020,50169,474,2591
E92000001,England,nation,03/09/2020,50155,468,2662
E92000001,England,nation,02/09/2020,50149,451,2617
E92000001,England,nation,01/09/2020,50136,496,1928
E92000001,England,nation,31/08/2020,50127,495,1261
E92000001,England,nation,30/08/2020,50111,479,975
E92000001,England,nation,29/08/2020,50103,478,1038
E92000001,England,nation,28/08/2020,50095,469,1382
E92000001,England,nation,27/08/2020,50084,492,1324
E92000001,England,nation,26/08/2020,50073,485,1137
E92000001,England,nation,25/08/2020,50058,500,1061
E92000001,England,nation,24/08/2020,50039,522,1132
E92000001,England,nation,23/08/2020,50031,522,697
E92000001,England,nation,22/08/2020,50015,594,715
E92000001,England,nation,21/08/2020,50004,528,1007
E92000001,England,nation,20/08/2020,49995,551,1219
E92000001,England,nation,19/08/2020,49979,571,1074
E92000001,England,nation,18/08/2020,49969,597,924
E92000001,England,nation,17/08/2020,49958,626,1135
E92000001,England,nation,16/08/2020,49939,634,530
E92000001,England,nation,15/08/2020,49927,630,643
E92000001,England,nation,14/08/2020,49906,642,1037
E92000001,England,nation,13/08/2020,49891,652,1020
E92000001,England,nation,12/08/2020,49873,642,1094
E92000001,England,nation,11/08/2020,49853,672,1212
E92000001,England,nation,10/08/2020,49833,714,1349
E92000001,England,nation,09/08/2020,49810,611,555
E92000001,England,nation,08/08/2020,49792,650,636
E92000001,England,nation,07/08/2020,49774,711,865
E92000001,England,nation,06/08/2020,49755,756,980
E92000001,England,nation,05/08/2020,49738,805,942
E92000001,England,nation,04/08/2020,49731,807,920
E92000001,England,nation,03/08/2020,49711,842,935
E92000001,England,nation,02/08/2020,49692,847,513
E92000001,England,nation,01/08/2020,49677,879,494
E92000001,England,nation,31/07/2020,49661,870,626
E92000001,England,nation,30/07/2020,49635,898,857
E92000001,England,nation,29/07/2020,49621,927,973
E92000001,England,nation,28/07/2020,49600,944,778
E92000001,England,nation,27/07/2020,49580,945,807
E92000001,England,nation,26/07/2020,49564,965,515
E92000001,England,nation,25/07/2020,49536,977,492
E92000001,England,nation,24/07/2020,49516,1018,718
E92000001,England,nation,23/07/2020,49499,1095,728
E92000001,England,nation,22/07/2020,49466,1305,746
E92000001,England,nation,21/07/2020,49432,1188,690
E92000001,England,nation,20/07/2020,49402,1278,753
E92000001,England,nation,19/07/2020,49373,1301,414
E92000001,England,nation,18/07/2020,49351,1321,466
E92000001,England,nation,17/07/2020,49323,1346,547
E92000001,England,nation,16/07/2020,49292,1348,641
E92000001,England,nation,15/07/2020,49274,1489,725
E92000001,England,nation,14/07/2020,49235,1506,652
E92000001,England,nation,13/07/2020,49197,1612,689
E92000001,England,nation,12/07/2020,49155,1611,353
E92000001,England,nation,11/07/2020,49126,1640,419
E92000001,England,nation,10/07/2020,49093,1746,519
E92000001,England,nation,09/07/2020,49051,1801,683
E92000001,England,nation,08/07/2020,48995,1888,671
E92000001,England,nation,07/07/2020,48951,2010,558
E92000001,England,nation,06/07/2020,48910,2099,654
E92000001,England,nation,05/07/2020,48862,2100,540
E92000001,England,nation,04/07/2020,48818,2152,387
E92000001,England,nation,03/07/2020,48772,2294,541
E92000001,England,nation,02/07/2020,48727,2410,563
E92000001,England,nation,01/07/2020,48672,2509,614
E92000001,England,nation,30/06/2020,48628,2665,572
E92000001,England,nation,29/06/2020,48557,3024,666
E92000001,England,nation,28/06/2020,48494,2818,410
E92000001,England,nation,27/06/2020,48432,2819,504
E92000001,England,nation,26/06/2020,48371,2859,641
E92000001,England,nation,25/06/2020,48301,3066,635
E92000001,England,nation,24/06/2020,48204,3223,727
E92000001,England,nation,23/06/2020,48111,3288,729
E92000001,England,nation,22/06/2020,48022,3417,814
E92000001,England,nation,21/06/2020,47948,3373,550
E92000001,England,nation,20/06/2020,47881,3423,628
E92000001,England,nation,19/06/2020,47805,3575,819
E92000001,England,nation,18/06/2020,47729,3681,943
E92000001,England,nation,17/06/2020,47650,3826,910
E92000001,England,nation,16/06/2020,47559,3934,994
E92000001,England,nation,15/06/2020,47456,3920,935
E92000001,England,nation,14/06/2020,47364,3973,744
E92000001,England,nation,13/06/2020,47245,4000,789
E92000001,England,nation,12/06/2020,47160,4136,945
E92000001,England,nation,11/06/2020,47038,4179,915
E92000001,England,nation,10/06/2020,46930,4447,1079
E92000001,England,nation,09/06/2020,46788,4665,1055
E92000001,England,nation,08/06/2020,46661,4830,990
E92000001,England,nation,07/06/2020,46519,4820,666
E92000001,England,nation,06/06/2020,46382,5004,724
E92000001,England,nation,05/06/2020,46253,5213,1023
E92000001,England,nation,04/06/2020,46093,5398,1146
E92000001,England,nation,03/06/2020,45930,5600,1238
E92000001,England,nation,02/06/2020,45751,5827,1348
E92000001,England,nation,01/06/2020,45547,5954,1311
E92000001,England,nation,31/05/2020,45368,5933,988
E92000001,England,nation,30/05/2020,45193,5972,996
E92000001,England,nation,29/05/2020,45005,6250,1371
E92000001,England,nation,28/05/2020,44789,6528,1569
E92000001,England,nation,27/05/2020,44548,6836,1610
E92000001,England,nation,26/05/2020,44315,7305,1450
E92000001,England,nation,25/05/2020,44055,7448,1375
E92000001,England,nation,24/05/2020,43815,7415,1200
E92000001,England,nation,23/05/2020,43581,7428,1301
E92000001,England,nation,22/05/2020,43326,7761,1792
E92000001,England,nation,21/05/2020,43070,7903,2267
E92000001,England,nation,20/05/2020,42784,8115,2341
E92000001,England,nation,19/05/2020,42481,8518,2583
E92000001,England,nation,18/05/2020,42165,8668,2205
E92000001,England,nation,17/05/2020,41821,8611,1588
E92000001,England,nation,16/05/2020,41505,8643,1768
E92000001,England,nation,15/05/2020,41154,9079,2128
E92000001,England,nation,14/05/2020,40795,9231,2208
E92000001,England,nation,13/05/2020,40422,9602,2885
E92000001,England,nation,12/05/2020,40049,9791,2919
E92000001,England,nation,11/05/2020,39669,10109,3058
E92000001,England,nation,10/05/2020,39314,9893,2000
E92000001,England,nation,09/05/2020,38891,10176,1794
E92000001,England,nation,08/05/2020,38428,10249,2622
E92000001,England,nation,07/05/2020,37946,10726,3203
E92000001,England,nation,06/05/2020,37411,11227,3259
E92000001,England,nation,05/05/2020,36887,11754,3134
E92000001,England,nation,04/05/2020,36350,12020,2840
E92000001,England,nation,03/05/2020,35788,12119,2631
E92000001,England,nation,02/05/2020,35232,12314,2742
E92000001,England,nation,01/05/2020,34642,12623,4085
E92000001,England,nation,30/04/2020,33981,12922,4304
E92000001,England,nation,29/04/2020,33321,13224,4725
E92000001,England,nation,28/04/2020,32622,13565,4107
E92000001,England,nation,27/04/2020,31921,14255,4027
E92000001,England,nation,26/04/2020,31197,14174,3134
E92000001,England,nation,25/04/2020,30434,14202,3367
E92000001,England,nation,24/04/2020,29663,14642,4346
E92000001,England,nation,23/04/2020,28789,15402,4558
E92000001,England,nation,22/04/2020,27896,16018,4793
E92000001,England,nation,21/04/2020,26957,16517,3974
E92000001,England,nation,20/04/2020,26041,16654,3674
E92000001,England,nation,19/04/2020,25049,16928,3472
E92000001,England,nation,18/04/2020,24082,16850,4106
E92000001,England,nation,17/04/2020,23052,16728,4063
E92000001,England,nation,16/04/2020,21945,17783,4345
E92000001,England,nation,15/04/2020,20798,17934,4216
E92000001,England,nation,14/04/2020,19698,18552,3537
E92000001,England,nation,13/04/2020,18618,18621,3430
E92000001,England,nation,12/04/2020,17542,18974,2936
E92000001,England,nation,11/04/2020,16334,18604,3057
E92000001,England,nation,10/04/2020,15131,18669,3580
E92000001,England,nation,09/04/2020,13968,18423,4058
E92000001,England,nation,08/04/2020,12791,18152,4286
E92000001,England,nation,07/04/2020,11505,17814,4564
E92000001,England,nation,06/04/2020,10360,17154,4365
E92000001,England,nation,05/04/2020,9335,16657,3073
E92000001,England,nation,04/04/2020,8272,15469,3378
E92000001,England,nation,03/04/2020,7249,13635,4079
E92000001,England,nation,02/04/2020,6322,12135,4063
E92000001,England,nation,01/04/2020,5430,12059,4117
E92000001,England,nation,31/03/2020,4604,11154,3785
E92000001,England,nation,30/03/2020,3863,9852,3513
E92000001,England,nation,29/03/2020,3232,8424,2437
E92000001,England,nation,28/03/2020,2701,7269,2367
E92000001,England,nation,27/03/2020,2252,6462,2651
E92000001,England,nation,26/03/2020,1836,5226,2607
E92000001,England,nation,25/03/2020,1466,4402,2254
E92000001,England,nation,24/03/2020,1167,3598,2023
E92000001,England,nation,23/03/2020,930,3183,2012
E92000001,England,nation,22/03/2020,742,2670,1206
E92000001,England,nation,21/03/2020,570,2152,1029
E92000001,England,nation,20/03/2020,444,1580,1083
E92000001,England,nation,19/03/2020,335,,927
E92000001,England,nation,18/03/2020,264,,908
E92000001,England,nation,17/03/2020,198,,680
E92000001,England,nation,16/03/2020,144,,543
E92000001,England,nation,15/03/2020,100,,396
E92000001,England,nation,14/03/2020,72,,315
E92000001,England,nation,13/03/2020,53,,392
E92000001,England,nation,12/03/2020,37,,415
E92000001,England,nation,11/03/2020,26,,352
E92000001,England,nation,10/03/2020,19,,228
E92000001,England,nation,09/03/2020,16,,125
E92000001,England,nation,08/03/2020,11,,50
E92000001,England,nation,07/03/2020,9,,55
E92000001,England,nation,06/03/2020,9,,73
E92000001,England,nation,05/03/2020,7,,46
E92000001,England,nation,04/03/2020,5,,49
E92000001,England,nation,03/03/2020,4,,54
E92000001,England,nation,02/03/2020,4,,38
E92000001,England,nation,01/03/2020,3,,20
E92000001,England,nation,29/02/2020,3,,5
E92000001,England,nation,28/02/2020,3,,11
E92000001,England,nation,27/02/2020,3,,7
E92000001,England,nation,26/02/2020,3,,4
E92000001,England,nation,25/02/2020,3,,5
E92000001,England,nation,24/02/2020,3,,2
E92000001,England,nation,23/02/2020,3,,1
E92000001,England,nation,22/02/2020,3,,0
E92000001,England,nation,21/02/2020,2,,1
E92000001,England,nation,20/02/2020,2,,0
E92000001,England,nation,19/02/2020,2,,0
E92000001,England,nation,18/02/2020,2,,0
E92000001,England,nation,17/02/2020,2,,0
E92000001,England,nation,16/02/2020,2,,0
E92000001,England,nation,15/02/2020,2,,0
E92000001,England,nation,14/02/2020,2,,0
E92000001,England,nation,13/02/2020,2,,0
E92000001,England,nation,12/02/2020,2,,0
E92000001,England,nation,11/02/2020,2,,1
E92000001,England,nation,10/02/2020,2,,0
E92000001,England,nation,09/02/2020,2,,1
E92000001,England,nation,08/02/2020,2,,4
E92000001,England,nation,07/02/2020,2,,0
E92000001,England,nation,06/02/2020,2,,0
E92000001,England,nation,05/02/2020,2,,1
E92000001,England,nation,04/02/2020,2,,0
E92000001,England,nation,03/02/2020,2,,0
E92000001,England,nation,02/02/2020,2,,0
E92000001,England,nation,01/02/2020,1,,0
E92000001,England,nation,31/01/2020,1,,0
E92000001,England,nation,30/01/2020,1,,2
